sentiment,text,data_id
positive,Fixed the issue I had with my ice maker not getting water.,20
positive,Good product!,20
negative,"First of all, no instruction book. That right there says this was someone else’s trash reboxed and resold. I cleaned the ice bucket with a rag and water and filled it up. Pushed the power button and it cycled through-BOOM, add water even though it was filled to the MAX line. I tried everything I can think of to get it going but NOTHING. Sending it back ASAP!!",20
negative,"We bought this range because it was a duel usage range hood for either a vented or non-vented application.  This  range hood is NOT the right choice for someone using it unvented.  It requires a 6.25"" hole in the floor of the cabinet.  It blows open the cabinet doors open onlow if you try to use the fan.  It also requires carbon filters, which I purchased (they were on backorder and I have yet to receive them...although my CC has been charged.)  Anyhow,  the install was a nightmare.  I'm sure a good portion of that was because we thought it would be easy and didn't take into consideration that the 6.25"" hole would need to be cut in a very awkward place.  The placement of the vent hole on the range is too far back for what I would consider a standard installation.  We had to cut-away portion of the cabinet bracing piece along the back of the wall.  (Forgive me if my terminology is incorrect)  Rather than go through it step by step, I will simply say it was a bad, uninformed choice.  I was swayed by the good looks and the fact that the stainless steel matched my slide in range nicely.  It is a nice looking range hood and the price wasn't terrible.  I will only be using the fan if absolutely  necessary anyway but that is not the point.  Also, the light panel is rather annoying with it's always on red light and sometimes on blue.  Unfortunately all appliance companies think we need to know the time on each and every appliance.  I have the time on my range, range hood, coffee machine and microwave.  Geez.  Corner of the kitchen is lit up!  Finally, the last thing is the customer service.  I emailed and then finally had to call the company.  They weren't helpful and sounded quite annoyed I had questions about installation.  I suggested that the carbon filters ($25)  should be part of the original purchase if in fact the range hood was designed for either a vented or non-vented application...Crickets on the other end of the line. I will have to call back and find out where my expensive carbon filters are to boot.  Hope this helps someone else trying their best to remodel their kitchen in a DIY fashion.  Sorry, not photos of install as it was all we could do to get it up and not kill each other in the process!!",20
negative,"I selected this because it said it comes in a pack of two.  Only one arrived and I want the other since that is what I paid for, otherwise this item is worded wrongly...over priced for sure and would have purchased elsewhere. Disappointing.",20
positive,Amazing it fits my LG dryer prefectly!!!,20
negative,"Went bad in 3 months couldn’t reach manufacturer to get warranty. DO NOT buy from this manufacturer, I should have paid better attention to the reviews.",20
negative,"This is the second exact washer I've purchased in less than two years. After a few washes, the hose gets holes in it and leaks water everywhere. Useless.",20
positive,Does the job. It got my dryer back up and running in no time.,20
negative,Product was correct part and fit perfectly. Easy install.  I opened the freezer less than an hour later and the entire freezer had a strong burnt smell.  Pull part off and lamp was already blackened on one end.  I noticed a few reviews stating the same issue but overall a positive review rating.  I guess quality control can't catch everything.  Paid more money and purchased another brand from an appliance parts store.  Easy install and and worked great.,20
negative,"Should have checked the Buyer ratings before buying mine (off eBay.) I owned mine a full year before I started noticing mineral deposits or buildup forming along the bottom edges, the top corners, and crevices. I heavily sprayed with white vinegar, but not all the buildup dissolved. Soon, it formed nasty mold stains around the inside lid, the undersides, and the corners where you can't reach. So disgusting and a big joke. A prior ice maker I'd bought from Bed and Bath NEVER needed any such special cleaning or rinsing/drying out.<br />And....it DOES NOT make the 2 cube sizes that it claims. Several other Buyers have reported this also. I'll be buying a new machine soon...with better ratings.",20
positive,I worry that on “strong” mode it may be missing some coffee but these have been great so far!,20
negative,"Since the description didn't provide total length or the diameter of the threaded section, the questions section had answers.  On May 7, 2019 user 90MustangCobra answered questions saying the leg is 2-1/2"" long and the threads are 11/16"" in diameter.  The legs I received for pn 316272900 are only 1-3/4"" long!  So these aren't long enough for my purpose, and if anyone else is looking for legs over 2"" long, don't buy these.",20
positive,I would have given it 5 stars but the price is ridiculous.,20
positive,"I didn't realize my dryer didn't have a vent inside, (it is on the top), but I have used it for so much around the house. I did clean the outside part of the vent with this, I was also able to clean hard to reach areas like the ceiling and corners behind things... The only issue I could see was if turned a particular way it makes an awful noise, and the pieces come apart fairly easily.",20
positive,Ok,20
positive,"Oven works again. Shipped easy, popped right in, perfect replacement for my frigidaire oven.",20
positive,recomendado 100%,20
positive,Product worked perfectly as described. Fast shipping too.,20
negative,Stopped holding its shape after a month. Of course the return window is closed.,20
negative,helped some,20
positive,"Works exactly as advertised,  perfect for all front loader front loader machines.  Keeps the door ajar to reduce moisture in the tub.",20
positive,This product does what it is advertised. Ice comes out cold and quickly. Zero complaints,20
positive,Cost effective.,20
positive,It worked perfectly.,20
negative,"The instructions that come with it are terrible.  Blurry and hard to follow.  Your best bet is to find a video online on how to install.. also, the adjust risers don’t work..  they allow you to lower and rise the rack, but won’t hold in the elevated position.  For us, it’s fine, cause we always use in lower position.. overall, product worked but not the best",20
positive,Works good. Fits really tight in the receptacle and it’s pretty noisy. For the price I can deal with those things,20
positive,Diagnosed the problem with a family members dryer while visiting them in their new house. Something in the heating circuit was bad being that the heat was not working but the tumbler was. I didn't have an ohm meter on hand at the time to pin point what the main problem was so that's why this kit with everything in it is awesome. When I went back to replace these components I ohm tested everything and found the original high temp cutoff was blown. This made me wonder so I pulled off all the exhaust piping going out of the house and found multiple lint blockages causing excess build up of unexhausted heat. I cleared all the blockages and rerouted the poorly installed pipes so there are no sharp elbows where any lint that passes by the catcher can get hung up and clog again. I ohm tested all the new components and all was in good order. No complaints of any failures so far. Thanks for making this kit available!,20
positive,Works,20
negative,Can’t handle the weights of clothes washer,20
positive,Worked perfectly...no more leak!  Easy to install.  Saved me a service call.,20
positive,"Hey everyone this was one of the easiest part to install,  one 10 mm screw, and two blade type connectors, 5 minutes job, picture of product was dead on, I ordered another one for future use if needed. The price was great and part arrived early. We save about 150 dollars with part and labor if we had hired someone. Work was performed by with the aid of Utube.",20
positive,works,20
positive,Es muy fácil de instalar,20
positive,works just fine,20
positive,Good to clean. Amazing to use! I don’t waste money on the paper ones,20
positive,Very happy with the product (I've only used the foils thus far).  Coffee comes out nice and frothy.  This is the only product I am aware of for the Nespresso machine I have...great way to save $,20
positive,"If you are looking to use a locally roasted bean or your own roasted bean with the Nespresso Vertuo, this is one essential part of the hack. Using them is very intuitive and they work on the capsules just as well as the original aluminum covers. It comes out to something like 12 cents per serving, which to me seems like a decent buy.",20
positive,"[[VIDEOID:967c8e4a804725ea848af4578ab3e707]] Es hermoso, mas de lo que pense, me encanta 🤩 mi estacion de cafe ☕️ quedo bella super practico y tengo mis filtros siempre en orden",20
positive,I got a knob that’s fits different dryers and that made my job easy . Thanks,20
positive,Next day delivered and 15 minutes later it was installed and working great,20
positive,"I was trying to find a reusable filter that was easy to clean. After a bit of hunting and looking at reviews, decided to try this one. It holds up to my expectations perfectly. It is only a single layer of mesh so while fairly fine, it does let through some grounds. Like other reviewers have mentioned, it's pretty much the same level of grinds in your cup as most French presses seem to get in the cup, so not bad, just noticable. It does clean very easily, so I'm thrilled!",20
positive,Perfect and was easy to install.,20
positive,Funciona perfectamente en mi refrigerador GE y el precio de 3 es como comprar uno de los originales,20
positive,Glad I have these for my Keurig.  I love to purchase some bag coffees. This will fit my Keurig and give me my one cup quickly instead of brewing a full or 1/2 pot. Was even able to take 2 into my work office- 2 at home. Will share other 2 with my Nephew who is a  coffee lover .,20
positive,Bought this part to fix my dryer it wasnt tumbling anymore because the part broke in which was usual since I have had my dryer for 10 years. I have had the new part for about two weeks now and so far have not possessed any issues with it. It was affordable and arrived in timely manner. Part took about 10 minutes to replace.,20
negative,Is this really genuine LG replacement part? I received my order (ordered 2) and it is in a generic packing slip. No indication that it is indeed an LG part so not sure. We’ll see if it holds up for 8 years like the original.,20
positive,"Maytag Neptune, perfect fit been working for a month. No problem",20
positive,"Exactly as advertised. Good price, prompt delivery. Will order from this vendor again.",20
positive,"The BUNN filter has higher walls, needed to encapsulate the faster-filling boiling water from the BUNN reservoir.  These used to be available at Target et al. for $.99 for the 100-count pack.  Rather than pay up, I have moved to the 12-cup filters which, while having the higher sides, require you to ""cram"" them into the restricted space of the 10-cup BUNN drip basket.",20
positive,works great,20
positive,"Our dryer went out one day and I decided to do a little research. Found out that a lot of the times, the thermal fuse go bad so I decided to change it myself. I went online and found its location. Went to several electronics store and no one had it. I’m that’s when I went to Amazon. Boom! Got it and replaced it within minutes! Dryer is up and running now.",20
positive,This is an exact replacement. Easy to install for most home handymen. Does what it says. What more can I say.,20
positive,Fits and works in my old Hotpoint stove.  Could not have been any easier.  2 screws and 2 wires.  2 screws were supplied that fit the new element and the old wire terminals.<br />Box was delivered with a puncture but it was not where it damaged the element.  Whew!<br />Pay attention to the dimensions before you order.  I almost ordered the wrong part!,20
positive,This fuse saved me from buying a new dryer. I installed it 3 years ago when I noticed that the dryer wasn't heating up properly and taking multiple cycles to properly dry clothes. The dryer has been working like new again and this has lasted the entire time.,20
positive,"Connects as original, no leaks, just cheaper. Water tastes clear and refreshing i will definetely buy this item again. thanks.",20
negative,Purchased for my 425 with excitement that I could brew carafe size pots thought it had enough 5 star reviews. Sadly just tired it and get the dreaded oops error code telling me this is not an approved pod.  Must be that different models have different combatiblity? Buyer beware you may be out $10,20
positive,"I've used the plastic drippers for many years. I don't like the new configuration of the plastic brand I've used for so long and was ready to switch from plastic anyway. This porcelain dripper is well made and drips at the right rate through a hole of the right size. I had bored the hole of my two previous plastic ones  to a larger size. The gold colored filter that I've used for ten years or so fits perftectly in this, it stuck up probably three quarters of an inch over the top of the plastic ones.  I really like this, I reinforced the hook under a kitchen cabinet that I've hung the plastic ones on in anticipation of the new dripper's arrival. This one is much heavier. If I break it I'll buy another one. Nice product.<br /><br />Update. Eight years later still using the one I bought in 2012. It still works great. I'm getting a soft spot in my heart for it, as I would for anybody or thing that delivers me a good buzz in the morning. I really don't know how you can go wrong with this.",20
positive,no problems. Item as advertised and received timely,20
positive,Will be buying one when I purchase a Keurig for my home. I would recommend one if you own a Keurig.,20
positive,Dryer is up and running again.,20
positive,This the best solution for preventing critters from getting in your dryer vent pipe.  The floating cover over the vent pipe while the dryer is running is genius.  You can’t go wrong with this product.,20
negative,"Purchased this Drain Pump for our LG WM2688HWMA. Worked for 13 months, then broke. Repairman said they should last about 7 years. The one that came with our washing machine lasted 10 years;  again, this one lasted only 13 months. Picture shows that this drain pump is different from original with the addition of the clear backplate. Water got behind this. Perhaps the wrong part was sent (when ordered it double checked part # and it was a correct match.) Be sure your replacement pump does NOT have this problematic backplate.",20
negative,These last about as long as the previous all-plastic model. Don't buy.,20
positive,These are actually great. Use them all the time. Gave one to my parents for them to have too.,20
positive,It worked fine for 5 months then it cracked in the front.,20
positive,"i bought this part in May 2020.  On June 20, 2021 it burned through.  I do not recommend this product.",20
positive,"i love the cute little face, i mainly bought it for the cute faces:)",20
negative,Well it’s no inspected no good<br />It doesn’t do a washers no really<br />Bad idea to buy,20
positive,I thought I was ordering an original part but when I received it was an after market...should have guessed when it was 30% of the filter price at Sears.  However it fits perfect and works just fine.  Why spend more when you don't have to.,20
negative,This says it fits my humidifier... it does right and now my humidifier makes a knocking sound and won't stop.  This is really too big for the humidifier.,20
positive,"The hygrometer itself is very small! - but accurate, I would say.",20
positive,fits great. Easy to install,20
positive,Fits perfectly in with my dryer and traps lint properly,20
positive,Delivered expediently! Easy to install and works perfectly with our fridge.,20
positive,Got it quick and easy to install,20
positive,Very pleased . Water filter was correct and delivery was on time.,20
positive,So far so good.  The only reason I am not giving this 5 stars is because I haven't had it long enough to know how long it will last.  The generic parts I have purchased in the past would only last 1-3 months.  So far this part has been worth paying a little extra.,20
positive,The BoxLegend Dryer Vent cleaner works very well. I even used it with my shopvac and it was perfect. I did a deep clean of my Dryer and the vents and pulled out tons of lint. My Dryer is so much more efficient now.,20
positive,Good price.  Works fine.  Will buy again.,20
positive,The replacement parts worked very well.,20
negative,The machine wouldn’t turn off without being unplugged … it didn’t function right … seem to be bad about making ice … real slow at times !!,20
positive,"send fast, good filters",20
positive,Very sturdy,20
positive,They work for the most part for what I wanted them for  They do slide a bit so seems like I’m constantly repositioning them but they do the job of protecting from spills in between my cabinets.  Because they are close to my stove they get pretty dirty but wipe with wipe or wet paper towel and they look good as new! Thank you!,20
positive,Works like a charm.,20
negative,[[VIDEOID:e4d860f2ecfd3bf3e14d52967c43221]] no sirve Horrible!!  lo compras pensando que ayudara a mantener limpio de grasa  y ahorrar trabajo  no queda a la medida  es estandar aun que pidas la medida correcta esta mal echo😡,20
positive,I do like using this product as it keeps the filter good for a few months. It helps with hard water build up and algae in the tank. I will continue to use this product. We have had our filters for at least 4 years and it helps when we don't have to change out the filter so much.,20
positive,Matching color for stainless steel appliances. The wife is thrilled.,20
positive,My fridge needs the icemaker to defrost,20
positive,These work well and are much cheaper than the name brand.,20
positive,These shock absorbers were an exact replacement. Thank you,20
positive,"I just repainted my whole kitchen and cabinets, and this makes it look so much richer. It was easy to install the light works great I love that I can wash the filter in the dishwasher and it's quiet for a fan",20
positive,Fits Perfect Just Like Original :)<br />Very happy customer,20
positive,Amazing price for everything I needed!,20
positive,"Really impressed with this filter. It's simple yet elegant design really shows this product is built to last and do the job well. It feels right in your hands, very polished and smooth, there are no burrs, no sharp edges, it is made of high quality stainless steel, the seams align exceptionally well and the perforated slits are perfectly in line. I just love to see a well made product.<br /><br />The packaging and extra goodies that came with it was also a nice touch, I am just beginning to learn how to do brew myself a nice cup of coffee using this technique and the tips in the eBook that came with the purchase was quite useful to me, and it is nice that it comes with a set of instructions for beginners. After a couple of experimental tries, I finally got the hang of it, and I have to say I am happy, it takes the same amount of time to make coffee with a Turkish pot and the coffee definitely has a very unique taste, it seems more smoother, yet more strong, and I added about 2 teaspoons of regular coffee packet grind. Also it has no slightly sour taste, but that could have been from the grind I used. All in all, very satisfied with this purchase and learning a new way of brewing myself a nice cup of coffee in the morning.",20
negative,Good product for the price,20
positive,Easiest transaction ever.,20
positive,"Exact fit,  great price.",20
positive,Perfect.,20
positive,It's the perfect nob for my dryer.<br />Excellent im so happy the Amazon has wide variety of items in the warehouse.<br />If need somethin else I will check with them again..<br />Thanks to frigidaire and Amazon.,20
positive,"They seem fine, can't really complain as far as filters go. Good price and they seem to work just as well as the originals (not sure if these are &#34;OEM&#34; or off-brand).",20
positive,"Just what I wanted!, works well.",20
positive,"Easy to install, good price, and fast delivery. Good deal!",20
positive,Fit well and they are level across the cooking surface. Pans set on all of the coils for a nice even heat.,20
positive,Perfect fit for my dryer.,20
positive,Good product,20
positive,I got this for my Aircare humidifier and it is easy to pt in and take out.,20
negative,Unfortunately this is an appliance that is not to be used in countries with electricity voltage of 220V.,20
positive,Use for my electric percolator! A must have!,20
positive,This is an excellent little machine. I returned to others brands that cost more because they were not as good or defective. Love my little Zeny. My home burnt up and Im on a camper this is a life save for me.,20
positive,Love this coffee pot! Best one yet,20
positive,Great replacement,20
positive,"I have a Whirlpool refrigerator.  I looked and looked for a replacement filter and was amazed that they started around 50.00 for one water filter.  Since we don't use the ice maker or water spout, I wondered if we really needed to change it.  All reports said yes so I looked on Amazon.  I got a package of 3 for 36+ dollars.  I couldn't be happier.  Exactly what I needed and so easy to replace the old one.  One of the best buys I've seen on Amazon.",20
positive,great buy fast shipper,20
positive,"Nice weight, sturdy packaging and exceptionally fast delivery.  I continue to buy this product.",20
positive,Great price. Easy fix for my drier.,20
positive,Great!,20
positive,I have an 80 series older washer that would not drain so after researching problem ordered this switch. I read all previous reviews and based my decision on that. Pkg came earlier than promised and well packed. I watched a u tube video on how to install it took less than 30 min. That was with cleaning internal while I had washer apart. Part fit perfectly and easy 2 install. I am a 55yr old woman and i was pretty proud of myself for tackling this! 10 loads in 2days n washer works great. Thx bluestar!,20
negative,I only gave it 3 stars because I've bought these things before from other sites with the same listed dimensions and the large one doesn't fit! It's slightly larger than the listed size. Sooo I'll just order from the previous folks.,20
positive,"Just got this as my old Melitta dripper broke and this one is really well made. It’s solid and heavy , very affordable with profound ribbing on the sides and has one drip hole, which drips a bit slow for strong coffee. But the main difference is that the bottom of the cone is a bit smaller than 2 inch, rectangular and sides more narrow than regular Melitta style cones. I did not have any issues using the #2 cone filter though it was not an exact fit. I also did not have any issues with cloth filters. But this difference I think, increases the bed depth of the grounds and makes a stronger cup. Highly recommended !",20
positive,Everything went great- came to the house quickly and the part works well now for several weeks so we’re very pleased,20
negative,Not what I wanted,20
negative,Please save your money. Part stripped out with in a month of use.,20
positive,Does what is supposed to.  Mines is a little long (by an inch)...but I imagine I could take it to the local hardware store and cut it to length with their metal saw if really needed.  Durable so far and seems like it will last the life of my oven.,20
positive,Coffee filter - excellent product<br />Very good price,20
positive,Muy buen producto.,20
positive,Red and blue make it easier for rookies to hook up a washing machine.,20
positive,just wished it had led light and a light with a dimmer option.,20
negative,"Had noise came out from the corner when turn on. Called t<br />Them but they replied there not much they can do and no since it was installed already, it's hard for me to return it. I think this should be a 600 products rather than a 1200 product. I would like to have some sore of compensation for this defected product.",20
positive,Worked perfect!,20
negative,Didn’t keep ice cold long and broke in 8 months,20
positive,Perfect fit and easy to install with the help of YouTube.  Thank you.,20
positive,"All were in great shape, no problems",20
negative,"The only item this product is certified for is to remove chlorine taste, it is not a water filter.  Also they did not use lead in the manufacturing of this product...thanks.",20
positive,They fit well and are easy to clean and look great!,20
positive,Great Replacement part.,20
positive,I fixed my dryer with this part in about one hour.  Good product at a good price.,20
positive,Perfect filter replacement for my fridge. The cost is excellent.  Could not be happier with my purchase!,20
positive,"Happy that the shipper sent it quickly, but alas, did not rectify our problem and not going thru the hastle of trying to return in since it's mounted and tucked away in the dishwasher cubby.",20
positive,Si far so good.  These work well.  Saves money.  I like how they snap shut tightly.,20
positive,"It fits, it works.  It is an oven element, what more do you want?",20
positive,Parts are just as good and last at least as long as the G E brand at 1/4 of the price,20
positive,"Perfect fit, just right for my stove top.",20
positive,"I purchased the Danby 18-inch dishwasher after a few months of planning. I bought an older home without a garbage disposal or dishwasher, so this was part of my DIY project. I chose an 18-inch dishwasher because it fit into an existing cabinet opening. I had to remove the upper drawer and lower cabinet floor, but there was no need to widen the cabinet. In my pictures you can see the dishwasher installed, as well as another cabinet in my kitchen that has the same dimensions. The cavity width is almost exactly 18 inches wide by 32.5 inches tall, and I feel like the Danby fits perfectly. In this price range I found that there were really only 2 options: Danby and Edgestar. Although I liked the more traditional controls on the Edgestar, the Danby was about $50 cheaper and had similar reviews. The controls on this Danby unit are fine, but you definitely need to read the manual; they aren't intuitive. If I was installing the dishwasher in a place where it would be used by a lot of different people, I would have probably gone with the Edgestar for that reason. Performance has been fantastic. I'd say the sound level is normal, and my wife said she's pleasantly surprised with the sound as well. It also cleans by dishes just as well as the 24-inch Frigidaire model that I had in my previous home. I found that unlike in previous 24-inch dishwashers I've owned, rinse-aid is a must in this unit. Without rinse-aid, it does take a very long time for the dishes to become completely dry. Fortunately, the Danby has an indicator light that advises you when rinse aid is low, so this should make it hard to run out. Overall I'm very pleased with this dishwasher, especially since the more well-known brands are twice as expensive! My install took me a few days of casual working, as I was starting from scratch like I mentioned earlier. On the first day I installed a GFCI/AFCI 20 amp circuit to power both the dishwasher and garbage disposal, and installed the garbage disposal. As you can see from my photos, I wired all of the electrical into a single work box with a switch for the garbage disposal for simplicity. As I mentioned earlier, this is an older home, and it was more or less impossible to get the electrical up the wall from the shallow crawlspace below the sink. Furthermore, I didn't want to fool with the backsplash tile and potentially damage it. A different solution would have been an air pressure switch mounted on the counter-top, but that would have taken additional time. Overall I see little to no inconvenience with the in-cabinet switch, and my understanding is this was more common in the past, anyway. The next day I modified the cabinet and installed the dishwasher. The only additional part I needed that isn't typically included in a dishwasher install kit was a y splitter for my water supply. Obviously if you're replacing a dishwasher you'll already have a place to connect your water inlet hose, but given that I was starting from scratch I needed to do that. Since I wasn't installing an air gap, I made sure to route the drain line pretty high to mitigate the risk of a drain backup.  On a different day I re-plummed the drain to eliminate my outdated s-trap and to provide a more appropriate and efficient route for my new setup. I also filled some imperfections in the wood trim, sanded, and painted. Although I would have preferred a 24-inch model, this Danby has really brought my kitchen into modern times, and I couldn't be happier. I highly recommend it to anyone who needs an 18-inch solution who's trying to avoid the high prices of the major brands!",20
positive,Worked Perfect,20
negative,This set of suspension rods made my washer worse than it was before.,20
negative,"I wish I listened to the bad reviews on this, because they are true.<br />I purchased these hoping it would be sufficient to keep track of things until I was able to purchase and set up a permanent solution for heat and humidity monitoring an emergency reptile rescue situation.<br />These have been in use for 3 weeks. One never reads above 77.7 degrees F for temperature despite many controlled tests.  Comparing the reads on these to instant reads on 2 different temp guns they are never correct, typically reading 5-9 degrees colder than the temp gun and my other digital thermometers, occasionally 4-7 degrees higher.  Would give 1 star but they have been accurate within 2-3% consistently with humidity which was the ONLY reason I chose these over ones that did not gauge humidity.<br /><br />Update: Within a few days of the original review the humidity started to show huge variants. Tested against a trusted digital they were all off by 17-38%.<br /><br />tl;dr Save your money, these are absolute garbage and not even worth something to use in a bind. The most useful part of this product will be the batteries salvaged from them.",20
positive,Works Great!!! I was happy with the price and was even happier with the product.  I deffinitely recommend it and will buy another when needed.,20
negative,"The heat distribution is not good. Takes for ever. It doesnt have an off button so while one side is on, the other is on a minimum setting. Definitely thought it would be better",20
negative,"This broke the instant I put it on. The inside is plastic, not metal.",20
positive,"This washer is a very good product vey convenient for on the go, I usually use it when I got to hotels and they don’t have washers.",20
positive,Works perfectly fine,20
positive,Easy to use.,20
positive,"It was a perfect fit replacement lint filter. My old Maytag filter was worn out. There was a small tear at the bottom & was not catching all the lint. So, saw the same filter & was glad to purchase it at a low price. Maytag wanted a way higher price. Now glad the new one fitted well & catches all the lint.",20
positive,AS expected,20
positive,Direct replacement part that fit perfect!,20
positive,I like everything. Can’t complain.  Thank you,20
positive,"great product, no issues as yet.",20
positive,Glad to purchase this can use my favorite coffee,20
negative,Great air flow. Loved this fan until it broke apart in use. We've only had it installed about 2 weeks and only used it a couple times. It had been running for a few minutes when part of the fan broke off. And of course the return window just ended!! 🤬 I'm so frustrated!,20
positive,"Great little machine, but washing even one pair of jeans in there would not work. It is that small.",20
positive,"Ok. I have had this little washer going on 5 days. Yesterday washing  all day non stop about 7-8 hours. Had lots of piled up loads. Example 4 towels one load. One king fitted sheet one load.  Two sweat shirts one sweat pants size 3x one load. 5 regular button up shirts size 3x one load. 3 jean shorts size 3x one load. About 35 wash cloths(I don’t use paper towels) one load. Other small loads not as important. Today was the 2 stinky dirty twin fitted sheets single load each from my two Great Danes beds they have indoor outdoor access all during the day when I’m home. 12 days of stink! I don’t usually let it go past 5 to 7 days. I cleaned machine after last load of dog sheets now she sits empty with lid open to prevent musty smell from happening, waiting for next weeks wash day. impressed with this little work horse of a machine! Keep your loads small enough to move freely. Don’t pack it. Highly recommended for every day clothes, twin size blankets. I wouldn’t put a twin comforter or winter jacket in this small machine. Wish it would have been cheaper but I’m happy with product!",20
positive,"Didn’t match my old gasket and was a little difficult to push into the groove, but does the job. Rubber seems to be lower quality than the original (much thinner) and needed to be cut to size.",20
positive,Like it lots well made!,20
positive,Perfect size for my needs.,20
negative,Solo me llego dos y hay dice que son 4,20
positive,Exactly what we were looking for as replacement refill pods for an older Keurig.  I hate prefilled pods and always use my own freshly ground beans so finding these on here has really made my day!  These work awesome- just don't overfill and hand wash and they'll last a long time.,20
positive,We are very pleased with this appliance.<br />There is only one change I would make if I could.  The can dispenser in the door should be removable for those not wanting to use it for cans. It is wasted space since we are not able to rearrange it.,20
negative,Breaks easily. Not sturdy.,20
positive,I changed the furnace control board and had to add a sensor for the humidifier.  This worked fine.,20
negative,"Cups arrived in good condition and on time.  They work well in the machine.  I had hoped that they'd stay closed once filled, but they pop open.  I take them to the office, and must use a rigid container to keep them in, rather than a plastic bag... hence the three star rating.",20
positive,Perfect replacement filter best price I was able to find,20
positive,Just like new replacement for my broken drawer,20
positive,Works really great!,20
negative,"I bought this over a year ago.  It best suits my needs to use it intermittently, filling a gallon zip bag and keeping it in the freezer until I need more.  I have also used it for 8 or 10 hours straight to produce ice for parties, and it always worked fine.<br /><br />The one and only issue came a few weeks ago.  I like to take the ice and put it in a bag in the freezer the moment the machine drops it into the bin (it's coldest then and freezes hard almost immediately - no problem with cubes freezing together), so I work at the kitchen table while it's running.  At the end of a cycle (it had been working just fine up until then), I noticed it dropped some cubes but didn't give the beep signal that indicates a complete cycle.  I waited a couple of minutes and went over to look at the machine.  Some of the cubes had gotten stuck in the mechanism, and it was producing a faint smell of warm machinery, not a burning smell, but warm rubber or something.  I shut it off and let the stuck cubes melt off.  When I turned it back on everything was fine, and continues to be fine to this time.<br /><br />So be aware.  I think if I had walked away from the machine it would eventually have burned out since the servo mechanism was locked with stuck ice cubes.  Except for that incident the Whynter Ice Maker has worked perfectly, and continues to work perfectly - I'm making cubes at this very moment.  I would happily give it more stars if not for that incident.",20
positive,Saw these on Tik Tok and thought I would try. Love that they don’t take up a lot of space and do the job!,20
positive,very good,20
negative,They are not as sturdy at they looked in the photo. But it does keep my burners clean,20
positive,A little expensive but it is worth it.,20
negative,Kinda of dangerous to have laying on the counter. Edges are very sharp,20
positive,"It does what it says and saved me a trip to Home Depot.  I replace this once a year, as I only run humidifier 3-4 months a year.  I have not had any issues.",20
positive,"Product as shown is not the product I received even though it works fine. The plug on the product I received is offset by about 25-30 degrees to the left when installed. Also, there is no quick connect for the bottom tube as shown but only a multitude of adapters (which still worked). The product shown was the exact replacement I needed but the product I received still works and has the same voltage I needed.",20
positive,delivered right on time - price was good on two pack,20
positive,Original equipment part arrived quickly at a fair price.,20
negative,Is better to hand wash instead using this machine,20
positive,Good buy. Easy to install.,20
negative,"They make these so cheap they wear out in months, I've had to replace this part 3x and the plastic latch 7x.",20
positive,"Only had them a week, but they work, as expected, so far. I like that there's several, so I don't have to clean EVERY TIME I make a cup.",20
positive,"Product fit just right on our hood, no complaints",20
positive,It worked and now I have my microwave back.,20
negative,Broke after only a month.,20
positive,Perfect,20
positive,I use this freezer to store my breast milk .<br />I am fine with it . Just wish it didn’t make so much froze bite .. but I guess that’s all freezers .. idk,20
positive,Exactly as ordered. Has been making ice with no problems whatsoever.<br />Great product.,20
negative,Typically door switches in refrigerators last for more than a year. These switches unfortunately are designed to burn out so you have to buy another one.Not very good on wear and tear but they do work for short time.,20
positive,"I was using kcups and spending too much money  on them.  When I found about the cup and filters, I was thrilled.  I use regular coffee from a large can and save a lot of money.",20
positive,Fits well and catches the lint.  The old one didn't do that great of a job catching the lint.,20
positive,Third prong of the plug has a weird shape and doesn't fit into all wall sockets.,20
positive,"The size is perfect, easy to clean.",20
positive,"exactly as described , perfect fit- I have also ordered another pan for my other fridge and I expect to have the same great results",20
positive,"We ordered this product through Amazon.com, however the purchase was with a sub supplier and the product was not shipped.  When we notified Amazon they looked into it and where able to get the sub supplier to ship.  We feel that if it had not been for thier assistance that the sub supplier would have taken our money ( they had charged the credit card the day of the order) and never shipped.  As it was we finally recieved the product three weeks after we ordered it.  The sub supplier did not appologize =, they blamed UPS.  But UPS had no record of a pick up.",20
negative,i USED THIS FILTER FOR MY FRIG.  iT WAS EASY TO INSERT AND i AM A SENIOR  SO WAS HAPPY ABOUT THAT.  aND  WHEN i ORDERED IT FROM  AMAZON IT WAS HERE IN ABOUT 2 DAYS. NICE,20
positive,works ok,20
negative,"Originally I loved this product, it makes great ice.  However, in the past few months it has been producing a black sludge that gets in the ice and the machine.  I have contacted GE, and they say the warranty is up and offer 20% off a new one.  With this price, I would expect the machine to last longer.  I've followed all instructions on cleaning the ice machine,I use filtered water, and it still produces black film.  My sister also bought a unit and has already had to replace hers in less than two years.  Other than that it makes great ice and I have loved having it.  I'm a bit miffed that I have to buy another one so soon.  It should last more than two years for the price.",20
positive,This works perfect with my Keurig 2. The original one I bought when I first got the machine was so difficult to clean and recently the cap broke off. My sister-in-law gave me one she uses on her machine but it didn’t fit or work in my machine. This one is perfect and well worth the cost.,20
positive,"The best feature is the beers are cold. Blue light is a plus, def not lightweight for a little guy, this bad boy is heavy.  Shipping box did come kinda messed up BUT; everything worked 100%. Well done.",20
